NM_CLSSFAM	NM_LSSFAM	NM_CLFAM	NM_LFAM	NM_CLRAY	NM_LRAY	NM_CLSEC	NM_LSEC	NM_CLFIL	NM_LFIL
0260493545	BISON                         	02604935	GIBIERS ET CHEVREAU ECO       	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260493598	DIR - GIBIERS ET CHEVREAU ECO 	02604935	GIBIERS ET CHEVREAU ECO       	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260493695	PDV GIBIERS IDENTIFIES        	02604936	GIBIERS IDENTIFIES            	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260493698	DIR - GIBIERS IDENTIFIES      	02604936	GIBIERS IDENTIFIES            	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260494005	ACCOMPAGNEMENTS ET SAUCES     	02604940	SPECIALITES BOUCHERES LIVREES 	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260494010	FARCE ET CHAIR                	02604940	SPECIALITES BOUCHERES LIVREES 	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260494015	BOEUF CUIT                    	02604940	SPECIALITES BOUCHERES LIVREES 	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260494020	BROCHETTES                    	02604940	SPECIALITES BOUCHERES LIVREES 	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260494025	PAUPIETTES                    	02604940	SPECIALITES BOUCHERES LIVREES 	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260494098	DIR - SPECIALITES BOUCHERES LI	02604940	SPECIALITES BOUCHERES LIVREES 	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260494505	VIANDE POUR ANIMAUX           	02604945	VIANDES POUR ANIMAUX          	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260494595	PDV VIANDES ANIMAUX           	02604945	VIANDES POUR ANIMAUX          	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260494598	DIR - VIANDES POUR ANIMAUX    	02604945	VIANDES POUR ANIMAUX          	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260495005	ID                            	02604950	GRILLADES                     	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260495098	DIR - GRILLADES               	02604950	GRILLADES                     	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260495505	ID VIANDES RECUES CONGELEES   	02604955	VIANDES RECUES CONGELEES      	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260495595	PDV VIANDES RECUES CONGELEES  	02604955	VIANDES RECUES CONGELEES      	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260495598	DIR - VIANDES RECUES CONGELEES	02604955	VIANDES RECUES CONGELEES      	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260495605	ACCOMPAGNEMENT ET SAUCES      	02604956	ACCOMPAGNEMENT ET SAUCES      	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260495698	DIR - ACCOMPAGNEMENT ET SAUCES	02604956	ACCOMPAGNEMENT ET SAUCES      	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260499999	PDV - BOUCHERIE FRAICHE PREEMB	02604999	PDV - BOUCHERIE FRAICHE PREEMB	026049	BOUCHERIE FRAICHE PREEMBALLEE 	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260500505	POULET                        	02605005	POULET                        	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260500598	DIR - POULET                  	02605005	POULET                        	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260501005	OIE                           	02605010	OIE                           	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260501098	DIR - OIE                     	02605010	OIE                           	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260501505	PINTADE                       	02605015	PINTADE                       	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260501598	DIR - PINTADE                 	02605015	PINTADE                       	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260502005	CANARD                        	02605020	CANARD/CANETTE/OIE            	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260502010	CANETTE                       	02605020	CANARD/CANETTE/OIE            	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260502020	OIE                           	02605020	CANARD/CANETTE/OIE            	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260502098	DIR - CANARD/CANETTE/OIE      	02605020	CANARD/CANETTE/OIE            	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260502505	DINDE                         	02605025	DINDE                         	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260502598	DIR - DINDE                   	02605025	DINDE                         	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260503005	LAPIN                         	02605030	LAPIN                         	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260503098	DIR - LAPIN                   	02605030	LAPIN                         	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260503505	VOLAILLE MARINEE              	02605035	VOLAILLE MARINEE              	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260503598	DIR - VOLAILLE MARINEE        	02605035	VOLAILLE MARINEE              	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260504005	COQ/POULE                     	02605040	COQ/POULE                     	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260504098	DIR - COQ/POULE               	02605040	COQ/POULE                     	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260504505	COQUELET/POUSSIN/CAILLE/PIGEON	02605045	COQUELET/POUSSIN/CAILLE/PIGEON	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260504598	DIR - COQUELET/POUSSIN/CAILLE/	02605045	COQUELET/POUSSIN/CAILLE/PIGEON	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260505005	ABATS                         	02605050	ABATS                         	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260505098	DIR - ABATS                   	02605050	ABATS                         	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
0260505505	PDTS FESTIFS (VOL)            	02605055	PDTS FESTIFS (VOL)            	026050	VOLAILLE TRAD.                	0260	BOUCH.VOL.ATELIER             	02	PRODUITS FRAIS
